No.	確定	都道府県	市区郡	場所・スポット	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	電話番号	ジャンル	ジャンルフリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	項目順	県順	市順	域順
309	完了	大阪府	大阪市	らしんばん天王寺店	545-0052	大阪府大阪市阿倍野区阿倍野筋1-4-7	Gビル阿倍野01 4F	34.647047	135.512406			06-6630-9666	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店	https://www.lashinbang.com/store/tennouji/			オオサカシ	ラ	19	27	1	5
310	完了	大阪府	大阪市	プリキュアプリティストア大阪本店	545-0052	大阪府大阪市阿倍野区阿倍野筋1-6-1	あべのキューズモール B1F	34.645077	135.511553			06-6626-9004	その他	ソノタ	『プリキュア』シリーズのグッズを取り扱う東映アニメーションのオフィシャルショップ。<br />※2014年2月1日に大阪梅田・阪急三番街にオープンし、2017年2月4日にあべのキューズモールへ移転。	http://www.toei-anim.co.jp/ptr/precure/store/			オオサカシ	ソ	29	27	1	5
311	完了	大阪府	大阪市	麦わらストア 大阪店	545-0052	大阪府大阪市阿倍野区阿倍野筋1-6-1	あべのキューズモール 3F	34.644843	135.511233			06-4393-8441	その他	ソノタ	『ONE PIECE』のオフィシャルショップ	http://www.mugiwara-store.com/store/1253			オオサカシ	ソ	29	27	1	5
312		大阪府	泉南郡	ポケモンストア 関西空港店	549-0011	大阪府泉南郡田尻町泉州空港中1	関西国際空港 第1ターミナルビル 2F	34.434801	135.244509				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/store/kansai-airport/			センナングン	ホ	27	27	38	5
313	完了	大阪府	大阪市	アニメイト大阪日本橋	556-0004	大阪府大阪市浪速区日本橋西1-1-3	アニメイトビル1～2F	34.660512	135.504642			06-6636-0628	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/nipponbashi/			オオサカシ	ア	12	27	1	5
314	完了	大阪府	大阪市	ACOS大阪日本橋	556-0004	大阪府大阪市浪速区日本橋西1-1-3	アニメイトビル1～2F	34.660512	135.504642			06-6636-0628	アニメイト	アニメイト	アニメイトグループの株式会社アコスが展開するコスプレショップ	https://www.acos.me/blog/store/osaka/			オオサカシ	ア	12	27	1	5
315	完了	大阪府	大阪市	らしんばん大阪日本橋店本館	556-0004	大阪府大阪市浪速区日本橋西1-1-3	アニメイトビル 3F	34.66051	135.504639			06-6630-8078	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2002年3月9日オープン	https://www.lashinbang.com/store/osaka_nipponbashi/			オオサカシ	ラ	19	27	1	5
316	完了	大阪府	大阪市	メロンブックス大阪日本橋店	556-0004	大阪府大阪市浪速区日本橋西1-1-3	アニメイトビル4F	34.660512	135.504642			06-6643-8588	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗	https://www.melonbooks.co.jp/shop/shop.php?wp_id=17			オオサカシ	メ	20	27	1	5
317		大阪府	大阪市	ジャングル大阪日本橋店	556-0005	大阪府大阪市浪速区日本橋3-4-16		34.661731	135.506169			0120-547-444	ジャングル	ジャングル	アニメグッズやフィギュアを扱う	https://jungle-scs.co.jp/?page_id=23			オオサカシ	シ	26	27	1	5
318	完了	大阪府	大阪市	ジャングル空想的機械館メカストア	556-0005	大阪府大阪市浪速区日本橋3-7-5		34.661738	135.505788			06-6556-7464	ジャングル	ジャングル	超合金やガンプラ、ロボットフィギュアなどを取り扱う「メカ」をメインコンセプトにしたロボ・メカ好きのための店。<br />※2020年10月3日オープン	https://jungle-scs.co.jp/?page_id=1203			オオサカシ	シ	26	27	1	5
319	完了	大阪府	大阪市	アニON STATION なんばパークス店	556-0011	大阪府大阪市浪速区難波中2-10-70	なんばパークス6F なぞともカフェ内	34.661482	135.501486			050-5835-2263	その他	ソノタ	バンダイナムコアミューズメントが展開する、アニメやアーティストの音楽と映像に囲まれた空間でコラボ料理が楽しめる次世代キャラクターカフェ。アニメ作品とのコラボプログラムや、特定のレーベルに特化した期間限定のコラボカフェ、バンプレストの企画によるオリジナル限定コラボ商品の販売コーナーなどがあります。	https://bandainamco-am.co.jp/cafe_and_bar/anionstation/stations/namba-pks.html			オオサカシ	ソ	29	27	1	5
320	完了	大阪府	大阪市	ガシャポンのデパート なんばパークス店	556-0011	大阪府大阪市浪速区難波中2-10-70	なんばパークス 6F	34.661493	135.501504				ガシャポンのデパート	ガシャポンのデパート	バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />設置総数600面<br />※2020年12月19日オープン	https://bandainamco-am.co.jp/others/capsule-toy-store/store/nambaparks/			オオサカシ	カ	28	27	1	5
321		大阪府	豊中市	ポケモンストア 伊丹空港店	560-0036	大阪府豊中市蛍池西町3-555	大阪国際空港 中央ブロック 2F	34.790892	135.440833				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/store/itami-airport/			トヨナカシ	ホ	27	27	5	5
322		大阪府	大阪市	コスパ ジーストア大阪店	542-0075	大阪府大阪市中央区難波千日前7-7		34.663248	135.504727				COSPA	コスパ		https://www.cospa.com/event/id/19697			オオサカシ	コ	15	27	1	5
323	完了	大阪府	大阪市	アニメガ×ソフマップ なんば店	556-0005	大阪府大阪市浪速区日本橋3-6-18		34.662643	135.505288			0077-78-9888	アニメガ	アニメガ	文教堂書店のアニメ関連商品の販売に特化した店舗としてスタートした「アニメガ」が、ソフマップに事業譲渡され、2019年11月1日に「アニメガ×ソフマップ」として新たにオープンした店舗	https://www.sofmap.com/tenpo/contents/?id=shops&sid=animega_nanba			オオサカシ	ア	22	27	1	5
324	完了	大阪府	大阪市	とらのあななんば店B	556-0005	大阪府大阪市浪速区日本橋3-7-6	日本橋無線ビル 1～2F	34.661660	135.505660				とらのあな	トラノアナ	同人誌及びアニメ・コミック・ゲーム関連グッズ専門店	http://www.toranoana.jp/shop/nanba/			オオサカシ	ト	14	27	1	5
325	完了	大阪府	大阪市	ゲーマーズなんば店	556-0005	大阪府大阪市浪速区日本橋3-8-16	安田ビル	34.661767	135.505087			06-6630-0404	ゲーマーズ	ゲーマーズ	キャラクターグッズを中心としたアニメ・コミック・ゲーム関連グッズ専門店	https://www.gamers.co.jp/shop/4182/			オオサカシ	ケ	16	27	1	5
326	完了	大阪府	大阪市	とらのあななんば店A	556-0005	大阪府大阪市浪速区日本橋3-8-16	安田ビル 2～3F	34.661767	135.505087			06-6630-7611	とらのあな	トラノアナ	同人誌及びアニメ・コミック・ゲーム関連グッズ専門店	http://www.toranoana.jp/shop/nanba/			オオサカシ	ト	14	27	1	5
327	完了	大阪府	大阪市	駿河屋オタロード アニメ・ホビー館	556-0005	大阪府大阪市浪速区日本橋3-8-18	平田ビル 2～3F	34.661920	135.505151			06-6645-0801	駿河屋	スルガヤ	ゲーム・古本・DVD・CD・トレカ・フィギュア 通販ショップ「駿河屋」の実店舗<br />※2017年10月28日オープン	http://www.a-too.co.jp/shopsearch/駿河屋フィギュア・キャラクターグッズ館/			オオサカシ	ス	23	27	1	5
328	完了	大阪府	大阪市	ボークス大阪ショールーム	556-0005	大阪府大阪市浪速区日本橋4-9-18		34.660703	135.506109			06-6634-8155	ボークス	ボークス	模型・フィギュアメーカーのボークスが、ホビー最新情報発信基地として展開するホビー専門店	http://www.volks.co.jp/jp/shop/osaka_sr/			オオサカシ	ホ	24	27	1	5
329	完了	大阪府	大阪市	K-BOOKS なんば壱番館	556-0005	大阪府大阪市浪速区日本橋4-10-4	日本橋太平ビル 1～3F	34.661042	135.505519			06-4396-8982	K-BOOKS	ケイブックス	マンガ・ライトノベル・中古同人誌・アニメグッズ専門店	http://www.k-books.co.jp/company/shop/namba-1.html			オオサカシ	ケ	17	27	1	5
330	完了	大阪府	大阪市	フロマージュ大阪日本橋店	556-0005	大阪府大阪市浪速区日本橋4-14-1	池田ビル 3F	34.660338	135.505224			050-3381-0689	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗<br />※2018年3月10日オープン	https://www.melonbooks.co.jp/shop/shop.php?wp_id=42			オオサカシ	メ	20	27	1	5
331	完了	大阪府	大阪市	アニメイト O.N.SQUARE	556-0005	大阪府大阪市浪速区日本橋4-15-17	池田ビル7号館 2～3F	34.660758	135.505150			06-6636-0628	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/o-n-square/			オオサカシ	ア	12	27	1	5
332	完了	大阪府	大阪市	グッドスマイル×アニメイトカフェ大阪日本橋	556-0005	大阪府大阪市浪速区日本橋4-15-17	池田ビル7号館 2F	34.660758	135.505150			06-6630-6481	アニメイトカフェ	アニメイトカフェ	2014年12月27日にオープンしたホビーメーカーのグッドスマイルカンパニーとアニメイトのコラボカフェの第2号店	https://cafe.animate.co.jp/shop/nipponbashi/			オオサカシ	ア	13	27	1	5
333	完了	大阪府	大阪市	らしんばん大阪日本橋店2号館	556-0005	大阪府大阪市浪速区日本橋4-16-1	ユニットコム本社ビル 2F	34.660345	135.504951			06-6643-9618	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2017年7月7日オープン	https://www.lashinbang.com/store/osaka_nipponbashi_2/			オオサカシ	ラ	19	27	1	5
334	完了	大阪府	大阪市	メロンブックス大阪日本橋2号店	556-0011	大阪府大阪市浪速区難波中2-3-20	エスペランス難波ビル 1F	34.662710	135.503810			050-3757-1062	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗<br />※2019年10月5日オープン	https://www.melonbooks.co.jp/shop/shop.php?wp_id=57			オオサカシ	メ	20	27	1	5
335	完了	大阪府	高槻市	アニメイト高槻	569-0071	大阪府高槻市城北町2-3-3	城北フジビル 3F	34.849334	135.623222			072-676-1524	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/takatsuki/			タカツキシ	ア	12	27	3	5
336	完了	大阪府	高槻市	駿河屋高槻店	569-0803	大阪府高槻市高槻町13-5		34.850039	135.619891			072-682-3675	駿河屋	スルガヤ	ゲーム・古本・DVD・CD・トレカ・フィギュア 通販ショップ「駿河屋」が2015年にオープンした実店舗	http://www.a-too.co.jp/shopsearch/駿河屋フィギュア・キャラクターグッズ館/			タカツキシ	ス	23	27	3	5
337	完了	大阪府	高槻市	駿河屋高槻店トレカ館	569-0803	大阪府高槻市高槻町15-2	唐崎屋ビル 2F	34.849643	135.620463			072-683-0080	駿河屋	スルガヤ	通販ショップ「駿河屋」の実店舗<br />トレーディングカード専門店	http://www.a-too.co.jp/shopsearch/駿河屋高槻店トレカ館/			タカツキシ	ス	23	27	3	5
338	完了	大阪府	枚方市	アニメイト枚方	573-0031	大阪府枚方市岡本町7-1	ビオルネ 5F	34.815706	135.646509			072-846-5002	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/hirakata/			ヒラカタシ	ア	12	27	8	5
339	完了	大阪府	東大阪市	アニメイト布施	577-0841	大阪府東大阪市足代3-1-6	コミックランドヒバリヤ 2F	34.663742	135.565576			06-6729-3227	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/fuse/			ヒガシオオサカシ	ア	12	27	4	5
340		京都府	京都市	ポケモンセンターキョウト	600-8009	京都府京都市下京区函谷鉾町78	京都経済センター SUINA室町 2F	35.003383	135.758435				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/pokecen/kyoto/			キョウトシ	ホ	27	26	10	5
341	完了	京都府	京都市	駿河屋京都寺町店	600-8033	京都府京都市下京区恵美須之町534−2		35.001033	135.766978			075-361-5553	駿河屋	スルガヤ	ゲーム・古本・DVD・CD・トレカ・フィギュア 通販ショップ「駿河屋」の実店舗<br />※2017年12月9日オープン	http://www.a-too.co.jp/shopsearch/エーツー京都寺町店/			キョウトシ	ス	23	26	10	5
342	完了	京都府	京都市	ボークス ホビースクエア京都	600-8862	京都府京都市下京区七条御所ノ内中町60	株式会社ボークス本社ビル1～2F	34.986147	135.732839			075-325-1175	ボークス	ボークス	模型・フィギュアメーカーのボークスが、ホビー最新情報発信基地として展開するホビー専門店	http://www.volks.co.jp/jp/shop/kyoto_hs/			キョウトシ	ホ	24	26	10	5
343	完了	京都府	京都市	アニメイトアバンティ京都	601-8003	京都府京都市南区東九条西山王町31	京都アバンティ5F	34.98354	135.760484			075-693-8921	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/avanti_kyoto/			キョウトシ	ア	12	26	10	5
344	完了	京都府	京都市	アニメガ×ソフマップ イオンモールKYOTO店	601-8417	京都府京都市南区西九条鳥居口町1	イオンモールKYOTO Sakura館4F	34.983172	135.754569			0077-78-9888	アニメガ	アニメガ	文教堂書店のアニメ関連商品の販売に特化した店舗としてスタートした「アニメガ」が、ソフマップに事業譲渡され、2019年11月1日に「アニメガ×ソフマップ」として新たにオープンした店舗	https://www.sofmap.com/tenpo/contents/?id=shops&sid=animega_kyouto			キョウトシ	ア	22	26	10	5
345	完了	京都府	京都市	らしんばんアバンティ京都店	601-8003	京都府京都市南区東九条西山王町31	京都アバンティ 6F	34.983514	135.760467			075-694-1251	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店	https://www.lashinbang.com/store/kyoto_avanti/			キョウトシ	ラ	19	26	10	5
346	完了	京都府	京都市	らしんばん京都店2号館	604-8045	京都府京都市中京区円福寺前町279　	COAST21ビル 1～2F	35.005532	135.766672			0570-008-620	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2019年4月13日オープン	https://www.lashinbang.com/store/kyoto_2/			キョウトシ	ラ	19	26	10	5
347	完了	京都府	京都市	メロンブックス京都店	604-8045	京都府京都市中京区円福寺前町279	COAST21ビル4～5F	35.005536	135.766673			075-213-6680	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗<br />※ショウキンビル2F（永楽町234）から、2019年3月1日に移転リニューアルオープン	https://www.melonbooks.co.jp/shop/shop.php?wp_id=19			キョウトシ	メ	20	26	10	5
348	完了	京都府	京都市	アニメイト京都	604-8046	京都府京都市中京区東側町525-1	パッサージオ2F	35.005378	135.767589			075-252-1460	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/kyoto/			キョウトシ	ア	12	26	10	5
349	完了	京都府	京都市	らしんばん京都店本館	604-8072	京都府京都市中京区八百屋町113	寺町六角ビル 2F西側	35.007492	135.766683			075-253-1518	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2010年10月9日オープン	https://www.lashinbang.com/store/kyoto/			キョウトシ	ラ	19	26	10	5
350	完了	京都府	京都市	TOWERanime京都店	604-8505	京都府京都市中京区河原町通四条上る	河原町OPA 9F	35.004445	135.768934			075-212-7058	TOWERanime	タワーアニメ	タワーレコードが、既存店を改装して新設したアニソンに特化した専門店<br />同人CDを含むCDならびにDVDなど映像作品をはじめ、書籍、雑誌、コミックからフィギュア、トレーディングカードなど関連グッズ全般を取り扱っています。<br />※2016年3月18日オープン	https://tower.jp/toweranime/shop/kyoto/			キョウトシ	タ	25	26	10	5
351	完了	奈良県	奈良市	アニメイト奈良	630-8224	奈良県奈良市角振町26	いせやビル3F	34.682395	135.82726			0742-22-5026	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/nara/			ナラシ	ア	12	29	1	5
352	完了	和歌山県	和歌山市	アニメイト和歌山	640-8331	和歌山県和歌山市美園町5-61	和歌山MIO 4F	34.232053	135.191117			073-421-3291	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/wakayama/			ワカヤマシ	ア	12	30	1	5
353	完了	兵庫県	神戸市	メロンブックス神戸店	650-0021	兵庫県神戸市中央区三宮町1-9-1	センタープラザB1F	34.691626	135.192716			078-327-1358	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗	https://www.melonbooks.co.jp/shop/shop.php?wp_id=18			コウベシ	メ	20	28	1	5
354	完了	兵庫県	神戸市	らしんばん神戸店	650-0021	兵庫県神戸市中央区三宮町1-9-1	センタープラザ 2F	34.691618	135.192713			078-325-0130	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2008年3月1日オープン	https://www.lashinbang.com/store/kobe/			コウベシ	ラ	19	28	1	5
355	完了	兵庫県	神戸市	ボークス神戸ショールーム	650-0021	兵庫県神戸市中央区三宮町1-9-1	センタープラザ3F	34.691479	135.192314			078-334-7717	ボークス	ボークス	模型・フィギュアメーカーのボークスが、ホビー最新情報発信基地として展開するホビー専門店	http://www.volks.co.jp/jp/shop/kobe_sr/			コウベシ	ホ	24	28	1	5
356	完了	兵庫県	神戸市	アニメイト三宮	650-0021	兵庫県神戸市中央区三宮町1-9-1	センタープラザ3F	34.691653	135.192793			078-391-8155	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/sannomiya/			コウベシ	ア	12	28	1	5
357	完了	兵庫県	神戸市	ゲーマーズ神戸三宮店	650-0021	兵庫県神戸市中央区三宮町2-11-1	センタープラザ西館3F	34.691217	135.191614			078-335-0751	ゲーマーズ	ゲーマーズ	キャラクターグッズを中心としたアニメ・コミック・ゲーム関連グッズ専門店	https://www.gamers.co.jp/shop/4227/			コウベシ	ケ	16	28	1	5
358	完了	兵庫県	神戸市	駿河屋神戸三宮2号店	650-0021	兵庫県神戸市中央区三宮町1-8-1	さんプラザビル2F	34.691425	135.192099				駿河屋	スルガヤ	ゲーム・古本・DVD・CD・トレカ・フィギュア 通販ショップ「駿河屋」の実店舗<br />2018年7月28日オープン	https://www.suruga-ya.jp/feature/sannomiya2/			コウベシ	ス	23	28	1	5
359	完了	兵庫県	神戸市	駿河屋神戸三宮1号店	650-0021	兵庫県神戸市中央区三宮町1-9-1	さんプラザビル3F	34.691769	135.193113			078-381-5011	駿河屋	スルガヤ	ゲーム・古本・DVD・CD・トレカ・フィギュア 通販ショップ「駿河屋」の実店舗<br />※2017年11月17日オープン	http://www.a-too.co.jp/shopsearch/駿河屋神戸三宮1号店/			コウベシ	ス	23	28	1	5
360	完了	兵庫県	神戸市	駿河屋神戸三宮1号店サテライトショップ	650-0021	兵庫県神戸市中央区三宮町1-8-1	さんプラザビル3F	34.691988	135.193052			078-381-9020	駿河屋	スルガヤ	ゲーム・古本・DVD・CD・トレカ・フィギュア 通販ショップ「駿河屋」の実店舗	https://www.suruga-ya.jp/feature/sannomiya_satelliteshop/			コウベシ	ス	23	28	1	5
361	完了	兵庫県	神戸市	駿河屋神戸兵庫駅前店・兵庫トレカ館	652-0897	兵庫県神戸市兵庫区駅南通5-4−55		34.667949	135.164072			078-515-8883	駿河屋	スルガヤ	通販ショップ「駿河屋」の実店舗<br />トレーディングカード、ボードゲーム専門店	http://www.a-too.co.jp/shopsearch/駿河屋兵庫店　トレカ館/			コウベシ	ス	23	28	1	5
362	完了	兵庫県	神戸市	駿河屋兵庫店 知恵蔵書店サイド	652-0897	兵庫県神戸市兵庫区駅南通5-4−55		34.668032	135.164234			078-578-5005	駿河屋	スルガヤ	通販ショップ「駿河屋」の実店舗<br />取り扱い商品は、新刊雑誌、新刊書籍、新刊コミック、新品CD、新品DVD・Blu-ray、書籍、文庫など	http://www.a-too.co.jp/shopsearch/駿河屋兵庫店　知恵蔵書店サイド/			コウベシ	ス	23	28	1	5
363	完了	兵庫県	川西市	アニメイト川西	666-0033	兵庫県川西市栄町14-18	辻輪ビル1F	34.829868	135.411939			072-755-5995	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/kawanishi/			カワニシシ	ア	12	28	7	5
364	完了	兵庫県	姫路市	アニメイト姫路	670-0926	兵庫県姫路市東駅前町54	ハリマセンタービル1～2F	34.828618	134.692689			079-288-1323	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/himeji/			ヒメジシ	ア	12	28	20	5
365	完了	兵庫県	姫路市	らしんばん姫路店	670-0926	兵庫県姫路市東駅前町54	ハリマセンタービル 3F	34.828618	134.692689			079-226-3050	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店	https://www.lashinbang.com/store/himeji/			ヒメジシ	ラ	19	28	20	5
366	完了	兵庫県	明石市	アニメイトイオン明石	674-0068	兵庫県明石市大久保町ゆりのき通3-3-1	イオン明石ショッピングセンター3番街（3F）	34.678860	134.935066			078-938-2401	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店<br />※2012年2月4日オープン	https://www.animate.co.jp/shop/akashi/			アカシシ	ア	12	28	10	5
367	完了	鳥取県	米子市	アニメイトイオン米子	683-0043	鳥取県米子市末広町311	イオン米子駅前店2F	35.422796	133.332916			0859-37-3161	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/yonago/			ヨナゴシ	ア	12	31	6	6
368	完了	島根県	松江市	アニメイトイオン松江	690-0001	島根県松江市東朝日町151	イオン松江ショッピングセンター1F	35.463965	133.069482			0120-023-942	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/matsue/			マツエシ	ア	12	32	1	6
369	完了	岡山県	岡山市	アニメイト岡山	700-0901	岡山県岡山市北区本町6-30	第一セントラルビル2号館4F	34.661123	133.929064			086-227-6888	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店<br />※2015年3月27日に岡山市北区表町2-1-37から移転リニューアルオープン	https://www.animate.co.jp/shop/okayama/			オカヤマシ	ア	12	33	1	6
370	完了	岡山県	岡山市	らしんばん岡山店	700-0901	岡山県岡山市北区本町6-30	第一セントラルビル2号館 4F	34.661123	133.929064			086-227-6601	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2003年9月27日オープン。アニメイト岡山店2F（岡山市北区表町2-1-37）から移転	https://www.lashinbang.com/store/okayama/			オカヤマシ	ラ	19	33	1	6
371	完了	岡山県	岡山市	とらのあな岡山店	700-0903	岡山県岡山市北区幸町7-20	アクタスビル 2F	34.661379	133.920173				とらのあな	トラノアナ	同人誌及びアニメ・コミック・ゲーム関連グッズ専門店	http://www.toranoana.jp/shop/okayama/			オカヤマシ	ト	14	33	1	6
372		岡山県	岡山市	ポケモンストア イオンモール岡山店	700-0907	岡山県岡山市北区下石井1-2-1	イオンモール岡山 3F	34.662123	133.917176				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/store/okayama/			オカヤマシ	ホ	27	33	1	6
373	完了	広島県	福山市	アニメイト福山	720-0066	広島県福山市東桜町1-1	ines FUKUYAMA B1F	34.487493	133.362563			084-926-7200	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/fukuyama/			フクヤマシ	ア	12	34	15	6
374	完了	広島県	広島市	とらのあな広島店	730-0031	広島県広島市中区紙屋町1-1-1	東和ビル 3～4F	34.394407	132.459788			082-545-2911	とらのあな	トラノアナ	同人誌及びアニメ・コミック・ゲーム関連グッズ専門店	http://www.toranoana.jp/shop/hiroshima/			ヒロシマシ	ト	14	34	1	6
375	完了	広島県	広島市	ボークス広島ショールーム	730-0031	広島県広島市中区紙屋町2-2-18	サンモール4F	34.393985	132.456555			082-247-4489	ボークス	ボークス	模型・フィギュアメーカーのボークスが、ホビー最新情報発信基地として展開するホビー専門店	http://www.volks.co.jp/jp/shop/hiroshima_sr/			ヒロシマシ	ホ	24	34	1	6
376	完了	広島県	広島市	ACOS広島	730-0051	広島県広島市中区大手町2-3-1	アニメイトビル1F	34.39337	132.455471			082-543-2639	アニメイト	アニメイト	アニメイトグループの株式会社アコスが展開するコスプレショップ	https://www.acos.me/blog/store/a_hiroshima/			ヒロシマシ	ア	12	34	1	6
377	完了	広島県	広島市	アニメイト広島	730-0051	広島県広島市中区大手町2-3-1	アニメイトビル2F	34.39337	132.455471			082-543-2639	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/hiroshima/			ヒロシマシ	ア	12	34	1	6
378	完了	広島県	広島市	メロンブックス広島店	730-0051	広島県広島市中区大手町2-3-1	アニメイトビル3F	34.39337	132.455471			082-545-5808	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗	https://www.melonbooks.co.jp/shop/shop.php?wp_id=22			ヒロシマシ	メ	20	34	1	6
379	完了	広島県	広島市	らしんばん広島店	730-0051	広島県広島市中区大手町2-3-1	アニメイトビル 4F	34.39337	132.455471			082-545-0348	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店	https://www.lashinbang.com/store/hiroshima/			ヒロシマシ	ラ	19	34	1	6
380		広島県	広島市	ポケモンセンターヒロシマ	730-8501	広島県広島市中区基町6-27	そごう広島店 本館 6F	34.395676	132.457288				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/pokecen/hiroshima/			ヒロシマシ	ホ	27	34	1	6
381	完了	広島県	東広島市	アニメイトフジグラン東広島	739-0024	広島県東広島市西条町御薗宇4405	フジグラン東広島別棟	34.406487	132.749527			082-493-8251	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/higashihiroshima/			ヒガシヒロシマシ	ア	12	34	9	6
382	完了	山口県	防府市	アニメイトイオン防府	747-0802	山口県防府市中央町1-3	イオン防府店3F	34.052184	131.569712			0835-26-6660	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/hofu/			ホウフシ	ア	12	35	5	6
383	完了	山口県	山陽小野田市	ガシャポンのデパート おのだサンパーク店	756-8585	山口県山陽小野田市中川6-4-1	おのだサンパーク 2F	33.985016	131.170619				ガシャポンのデパート	ガシャポンのデパート	バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />設置総数350面<br />※2021年1月20日オープン	https://bandainamco-am.co.jp/others/capsule-toy-store/store/onoda-sunpark/			サンヨウオノダシ	カ	28	35	13	6
384	完了	香川県	高松市	アニメイト高松	760-0051	香川県高松市南新町6-4	池田屋ビル2F	34.339051	134.048913			087-812-3345	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/takamatsu/			タカマツシ	ア	12	37	1	7
385	完了	香川県	高松市	アニメガ×ソフマップ 高松瓦町FLAG店	760-0054	香川県高松市常磐町1-3-1	瓦町FLAG 3F	34.339210	134.052686			087-813-1319	アニメガ	アニメガ	文教堂書店のアニメ関連商品の販売に特化した店舗としてスタートした「アニメガ」が、ソフマップに事業譲渡され、2019年11月1日に「アニメガ×ソフマップ」としてリニューアルオープンした店舗	https://www.sofmap.com/tenpo/contents/?id=shops&sid=animega_takamatsu			タカマツシ	ア	22	37	1	7
